,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_to_debt,late_payment_flag,"age_group_(30, 40]","age_group_(40, 50]","age_group_(50, 60]","age_group_(60, 100]",SeriousDlqin2yrs,default_probability,risk_score
71465,0.857406941,41,0,0.328458943,8000.0,8,0,1,0,1.0,6022.015239653515,0,False,True,False,False,0,0.02,2.0
63231,0.0,49,0,0.10568409,3500.0,3,0,0,0,1.0,3165.4611219014646,0,False,True,False,False,0,0.0,0.0
116392,0.084946908,23,0,4.0,5400.0,2,0,0,0,0.0,1080.0,0,False,False,False,False,0,0.14,14.0
134938,0.029514934,56,0,0.165833578,3400.0,19,0,0,0,0.0,2916.3682228408074,0,False,False,True,False,0,0.0,0.0
19827,0.0,57,0,0.412717457,5000.0,20,0,1,0,1.0,3539.278130403962,0,False,False,True,False,0,0.12,12.0
21594,0.753634336,25,0,0.103379324,5000.0,9,0,0,0,0.0,4531.533164745073,0,False,False,False,False,0,0.1,10.0
22751,0.278760994,63,0,0.497994896,2742.0,7,0,1,0,0.0,1830.4468241659483,0,False,False,False,True,0,0.0,0.0
22922,0.454909018,31,0,0.405322862,4583.0,5,0,2,0,0.0,3261.1723070367298,0,True,False,False,False,0,0.05,5.0
94663,0.257734384,56,2,0.261180008,2660.0,6,0,0,0,2.0,2109.1358752334427,1,False,False,True,False,0,0.19,19.0
94128,1.013496626,31,0,1.55073478,1428.0,6,0,1,0,1.0,559.8386830323457,0,True,False,False,False,0,0.26,26.0
75029,0.134211556,84,0,5.0,5400.0,8,0,2,0,0.0,900.0,0,False,False,False,True,0,0.04,4.0
141379,1.00685649,54,0,0.36911904,6333.0,13,0,1,0,1.0,4625.602168238052,0,False,False,True,False,0,0.04,4.0
113249,0.090584934,72,0,5.0,5400.0,17,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
123750,0.03802266,59,0,5.0,5400.0,2,0,0,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
77855,0.9999999,46,0,0.0,5400.0,0,0,0,0,0.0,5400.0,0,False,True,False,False,0,0.01,1.0
94423,0.03626943,33,0,5.0,5400.0,2,0,1,0,0.0,900.0,0,True,False,False,False,0,0.0,0.0
100197,0.447051764,77,0,5.0,5400.0,17,0,1,0,0.0,900.0,0,False,False,False,True,0,0.04,4.0
89699,0.697184507,54,0,0.300055114,12700.0,14,0,1,0,0.0,9768.816616493075,0,False,False,True,False,0,0.01,1.0
107744,0.848349297,45,0,0.368921861,12400.0,14,0,2,0,2.0,9058.22337510322,0,False,True,False,False,0,0.02,2.0
141454,0.127997608,46,0,0.5719418,5566.0,12,0,1,0,0.0,3540.8435604931433,0,False,True,False,False,0,0.01,1.0
37561,0.065112533,45,0,5.0,5400.0,12,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
112359,0.004088707,48,0,0.312196515,3500.0,5,0,1,0,0.0,2667.283413719476,0,False,True,False,False,0,0.0,0.0
138119,0.001296176,60,0,5.0,5400.0,9,0,0,1,0.0,900.0,0,False,False,True,False,0,0.02,2.0
143566,0.734928189,40,0,1.012483574,3043.0,11,0,0,0,0.0,1512.0620308725063,0,True,False,False,False,0,0.17,17.0
3064,0.0,24,0,0.173375428,3800.0,8,1,0,0,0.0,3238.5201780448397,0,False,False,False,False,0,0.13,13.0
123581,2.0,55,0,0.120387592,33333.0,6,0,1,0,2.0,29751.311276571156,0,False,False,True,False,0,0.01,1.0
83372,0.590904748,64,0,0.573877162,6300.0,8,0,1,0,0.0,4002.8536864937364,0,False,False,False,True,0,0.06,6.0
86385,0.044157328,64,0,0.865737593,2941.0,8,0,2,0,0.0,1576.3202773177975,0,False,False,False,True,0,0.09,9.0
36162,0.806607449,35,1,0.273698725,2900.0,12,0,0,0,2.0,2276.833558108492,1,True,False,False,False,1,0.24,24.0
49096,0.0,53,3,0.232210573,4482.0,11,0,2,2,1.0,3637.365315806295,1,False,False,True,False,0,0.33,33.0
142923,0.18825882,77,0,0.022988506,2000.0,4,0,0,0,0.0,1955.0561792920087,0,False,False,False,True,0,0.01,1.0
92468,0.9999999,34,2,5.0,5400.0,2,0,0,0,0.0,900.0,1,True,False,False,False,0,0.05,5.0
29646,0.900309072,74,0,0.5193229,3130.0,7,0,1,0,0.0,2060.1282321223484,0,False,False,False,True,0,0.03,3.0
64897,0.035915864,76,0,0.015246188,4000.0,10,0,0,0,0.0,3939.931070196739,0,False,False,False,True,0,0.0,0.0
95418,0.227355695,58,0,0.449677849,4500.0,10,0,2,0,2.0,3104.137931819913,0,False,False,True,False,0,0.01,1.0
138285,0.018663887,57,0,0.061850173,3750.0,4,0,0,0,0.0,3531.5716805933976,0,False,False,True,False,0,0.01,1.0
104778,0.380042743,40,0,0.559406766,6000.0,8,0,2,0,2.0,3847.617011044827,0,True,False,False,False,0,0.03,3.0
11500,0.0058441,65,0,0.002380386,4200.0,6,0,0,0,0.0,4190.026120483168,0,False,False,False,True,0,0.01,1.0
933,0.610408703,41,1,0.064417178,2933.0,7,0,0,0,2.0,2755.498558855464,1,False,True,False,False,0,0.14,14.0
82020,0.0,62,0,0.497583736,6000.0,6,0,2,0,0.0,4006.4537666693786,0,False,False,False,True,0,0.01,1.0
29176,0.236219127,71,0,0.015677492,5357.0,3,0,0,0,0.0,5274.312015570391,0,False,False,False,True,0,0.0,0.0
44062,0.164702625,58,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
125016,0.153776893,49,0,0.1486,4999.0,8,0,0,0,0.0,4352.254919031865,0,False,True,False,False,0,0.0,0.0
39743,0.9999999,26,2,0.157201272,2200.0,1,0,0,1,0.0,1901.13859466964,1,False,False,False,False,0,0.33,33.0
86345,0.057049334,68,0,0.299864437,11064.0,7,0,4,0,0.0,8511.656819794971,0,False,False,False,True,0,0.0,0.0
121154,0.802554936,81,0,0.152094212,9000.0,5,0,0,0,1.0,7811.861136231453,0,False,False,False,True,0,0.06,6.0
84508,0.306503076,52,1,0.350419492,8700.0,5,0,2,0,5.0,6442.442553250706,1,False,False,True,False,0,0.02,2.0
86926,0.035649046,65,0,0.095188502,4800.0,6,0,0,0,1.0,4382.807152590066,0,False,False,False,True,0,0.03,3.0
102369,0.171504757,58,0,0.007099391,11831.0,2,0,0,0,1.0,11747.599199968141,0,False,False,True,False,0,0.0,0.0
81992,0.225146765,41,0,0.318008912,9200.0,6,0,2,0,0.0,6980.2259425086495,0,False,True,False,False,0,0.07,7.0
130829,0.010245876,63,0,0.264631568,19392.0,11,0,2,0,0.0,15334.11033750187,0,False,False,False,True,0,0.0,0.0
116429,0.007151082,73,0,0.000234357,12800.0,2,1,0,1,1.0,12797.000933252284,0,False,False,False,True,0,0.35,35.0
50223,0.031917087,71,0,0.013997201,5000.0,7,0,0,0,1.0,4930.980080683675,0,False,False,False,True,0,0.0,0.0
23310,0.191041195,42,0,0.35252731,5400.0,12,0,1,0,0.0,3992.525666635153,0,False,True,False,False,0,0.05,5.0
67920,0.913529154,66,1,0.550632022,14239.0,16,0,2,0,0.0,9182.707307717394,1,False,False,False,True,0,0.06,6.0
60459,0.121998844,58,0,0.30349058,6846.0,11,0,2,0,0.0,5252.051763964416,0,False,False,True,False,0,0.01,1.0
100021,0.059976854,59,0,5.0,5400.0,8,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
94703,0.9999999,25,0,5.0,5400.0,1,0,0,1,0.0,900.0,0,False,False,False,False,1,0.361,36.0
120671,0.0,67,0,0.266278078,14067.0,10,0,3,0,2.0,11108.934320507125,0,False,False,False,True,0,0.01,1.0
5875,0.773856341,53,0,0.36994003,2667.0,6,0,1,0,0.0,1946.8005471743168,0,False,False,True,False,0,0.03,3.0
70705,0.253566191,33,0,0.383150756,3833.0,3,0,1,0,0.0,2771.209127691067,0,True,False,False,False,0,0.04,4.0
88189,0.127535664,50,0,0.384076287,8703.0,10,0,1,0,0.0,6287.948201803128,0,False,True,False,False,0,0.01,1.0
146927,0.00662786,81,0,0.001124859,2666.0,2,0,0,0,0.0,2663.0044954262794,0,False,False,False,True,0,0.0,0.0
70926,0.056421021,69,0,0.307659678,16501.0,22,0,2,0,0.0,12618.726628657276,0,False,False,False,True,0,0.02,2.0
48116,0.012610411,77,0,0.004832528,6000.0,3,0,0,0,0.0,5971.144278084119,0,False,False,False,True,0,0.0,0.0
17972,0.0795554,61,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
2903,0.00010526,71,0,5.0,5400.0,8,0,4,0,0.0,900.0,0,False,False,False,True,0,0.03,3.0
18762,0.831491782,45,0,0.964484175,4138.0,15,0,1,0,1.0,2106.4053621098783,0,False,True,False,False,0,0.1,10.0
99188,0.025770503,71,0,5.0,0.0,10,0,1,0,0.0,0.0,0,False,False,False,True,0,0.0,0.0
57696,0.036615761,45,1,0.231108517,15416.0,6,0,2,0,3.0,12522.048046232467,1,False,True,False,False,0,0.01,1.0
22658,0.016805503,74,0,0.009247688,4000.0,10,0,0,0,0.0,3963.3481924805756,0,False,False,False,True,0,0.0,0.0
114754,0.018049098,47,0,0.269957819,6400.0,4,0,1,0,4.0,5039.537458842166,0,False,True,False,False,0,0.01,1.0
89977,0.081775961,81,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
95811,0.95910409,58,0,0.24572345,5611.0,10,0,0,0,0.0,4504.209983363482,0,False,False,True,False,0,0.06,6.0
69808,0.202759814,40,1,5.0,5400.0,9,0,0,0,3.0,900.0,1,True,False,False,False,0,0.08,8.0
110595,0.9999999,28,0,5.0,5400.0,4,0,1,0,0.0,900.0,0,False,False,False,False,0,0.03,3.0
7059,0.507664114,69,0,0.735552552,5917.0,18,0,4,0,0.0,3409.288870672007,0,False,False,False,True,0,0.04,4.0
106850,0.103283659,35,0,0.211192538,1500.0,7,0,0,0,0.0,1238.44884519921,0,True,False,False,False,0,0.03,3.0
58222,0.072690911,47,0,0.271189048,6500.0,11,0,2,0,0.0,5113.322845430934,0,False,True,False,False,0,0.0,0.0
15831,0.003401245,70,1,5.0,5400.0,6,0,0,0,0.0,900.0,1,False,False,False,True,0,0.1,10.0
31016,0.319118916,65,0,0.329988031,10860.0,13,0,2,0,0.0,8165.487017078276,0,False,False,False,True,0,0.02,2.0
141545,1.053682896,35,2,0.146816804,2308.0,8,0,0,0,1.0,2012.5271900009586,1,True,False,False,False,1,0.39,39.0
30679,0.9999999,39,1,0.20853565,3912.0,3,1,0,0,2.0,3236.975260100933,1,True,False,False,False,1,0.44,44.0
10826,0.603688684,38,0,0.112531969,4300.0,7,0,0,0,0.0,3865.057472339476,0,True,False,False,False,0,0.04,4.0
89287,0.029580846,48,0,0.008886914,4500.0,4,0,0,0,1.0,4460.361154015325,0,False,True,False,False,0,0.01,1.0
148627,0.421239725,25,0,0.752941176,764.0,3,0,0,0,0.0,435.8389262915004,0,False,False,False,False,0,0.0,0.0
120351,0.722951803,29,1,0.353021354,2200.0,8,0,0,0,1.0,1625.9905976325042,1,False,False,False,False,1,0.24,24.0
54482,0.622771519,30,3,0.394499549,4435.0,7,0,1,0,1.0,3180.3524089917078,1,False,False,False,False,0,0.21,21.0
109930,0.880137329,36,0,5.0,5400.0,6,0,1,0,0.0,900.0,0,True,False,False,False,0,0.05,5.0
111999,0.359381565,33,0,0.183799026,3900.0,2,0,0,0,0.0,3294.478128756291,0,True,False,False,False,0,0.0,0.0
59512,0.941820145,62,0,5.0,5400.0,7,0,2,0,0.0,900.0,0,False,False,False,True,0,0.05,5.0
4728,0.0,53,0,0.189544351,7000.0,11,0,1,0,0.0,5884.606146980055,0,False,False,True,False,0,0.0,0.0
34786,0.9999999,23,0,0.0,5400.0,1,0,0,0,0.0,5400.0,0,False,False,False,False,0,0.0,0.0
83270,0.084623158,37,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,True,False,False,False,0,0.0,0.0
9444,0.043117623,54,1,0.183320923,13429.0,18,0,1,0,0.0,11348.56972354912,1,False,False,True,False,0,0.01,1.0
101267,0.027053058,47,0,0.184312687,11333.0,6,0,1,0,2.0,9569.263357895616,0,False,True,False,False,0,0.0,0.0
66142,0.692158443,41,0,0.397856343,6250.0,7,0,1,0,2.0,4471.1318379016,0,False,True,False,False,0,0.03,3.0
116998,0.107725632,30,0,5.0,5400.0,4,0,0,0,0.0,900.0,0,False,False,False,False,0,0.03,3.0
141254,0.25920298,39,2,0.741481145,2200.0,13,0,0,0,3.0,1263.2924601661423,1,True,False,False,False,0,0.1,10.0
118327,0.105957291,71,0,5.0,5400.0,18,0,2,1,0.0,900.0,0,False,False,False,True,0,0.11,11.0
138619,0.763447024,59,5,5.0,5400.0,15,0,1,0,0.0,900.0,1,False,False,True,False,1,0.35,35.0
96459,0.9999999,63,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
43080,0.424943342,48,0,0.283429143,4000.0,12,0,0,0,0.0,3116.65043747569,0,False,True,False,False,0,0.05,5.0
12619,0.016858324,68,0,0.032644903,3001.0,20,0,0,0,1.0,2906.1296785386835,0,False,False,False,True,0,0.01,1.0
72294,0.0,53,0,5.0,5400.0,11,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
128601,0.028142589,67,0,0.057323779,6000.0,9,0,0,0,0.0,5674.704493712138,0,False,False,False,True,0,0.01,1.0
74879,0.535170197,46,0,0.871130031,2583.0,9,0,1,0,2.0,1380.4492243756843,0,False,True,False,False,0,0.04,4.0
76722,0.266958646,33,0,0.315372865,7200.0,10,0,1,0,2.0,5473.733107608236,0,True,False,False,False,0,0.01,1.0
43004,0.018999627,70,0,0.005499083,6000.0,5,0,0,0,0.0,5967.185949188976,0,False,False,False,True,0,0.0,0.0
115308,0.036358807,67,0,5.0,5400.0,5,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
126271,0.024456079,82,0,0.010570825,3783.0,5,0,0,0,0.0,3743.4288685308125,0,False,False,False,True,0,0.0,0.0
141322,0.099996942,61,1,5.0,5400.0,10,0,0,0,0.0,900.0,1,False,False,False,True,0,0.03,3.0
74887,0.023074675,73,2,0.535227535,4328.0,13,0,1,0,0.0,2819.1260912995544,1,False,False,False,True,0,0.11,11.0
144307,0.606197172,46,0,0.60147684,4468.0,7,0,1,0,2.0,2789.9248296341266,0,False,True,False,False,0,0.05,5.0
64682,0.9999999,55,0,0.399280576,2501.0,4,1,0,0,0.0,1787.347043113675,0,False,False,True,False,1,0.25,25.0
137147,0.037515203,38,0,0.289370288,9416.0,11,0,1,0,1.0,7302.789654479769,0,True,False,False,False,0,0.0,0.0
75003,0.025838966,40,0,0.191694606,17000.0,4,0,2,0,3.0,14265.399804956405,0,True,False,False,False,0,0.0,0.0
87262,0.00103696,54,0,0.0,5000.0,2,0,0,0,2.0,5000.0,0,False,False,True,False,0,0.03,3.0
92316,0.9999999,42,0,0.445837414,5104.0,3,0,1,0,2.0,3530.1341288986728,0,False,True,False,False,0,0.03,3.0
123473,0.218728449,43,0,0.412036502,8656.0,6,0,1,0,2.0,6130.153142457502,0,False,True,False,False,0,0.01,1.0
39400,0.67044984,49,0,5.0,5400.0,13,1,1,0,0.0,900.0,0,False,True,False,False,0,0.27,27.0
147505,0.0,76,0,0.0,5400.0,2,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
133171,0.065295152,40,0,5.0,5400.0,11,0,2,0,1.0,900.0,0,True,False,False,False,0,0.01,1.0
132670,0.028541139,44,0,5.0,5400.0,21,0,2,0,2.0,900.0,0,False,True,False,False,0,0.0,0.0
42917,0.892273705,31,0,0.185230661,5700.0,4,0,0,0,0.0,4809.190470309643,0,True,False,False,False,0,0.01,1.0
126953,1.334721066,39,1,0.091131998,2446.0,7,0,0,1,3.0,2241.708614982804,1,True,False,False,False,1,0.23,23.0
56988,0.26210295,56,0,0.265643218,5145.0,9,0,1,0,0.0,4065.1266698448026,0,False,False,True,False,0,0.0,0.0
79037,0.078767264,70,0,0.152392702,15400.0,7,0,2,0,1.0,13363.500110051895,0,False,False,False,True,0,0.0,0.0
55225,0.016655295,67,0,0.124189653,7866.0,8,0,1,0,0.0,6997.040027017577,0,False,False,False,True,0,0.0,0.0
20408,0.369003824,50,0,0.502302968,7815.0,14,0,1,0,0.0,5202.013286576959,0,False,True,False,False,0,0.03,3.0
41326,0.728734966,44,0,0.046068138,4666.0,3,0,0,0,0.0,4460.5124948371185,0,False,True,False,False,0,0.1,10.0
27286,0.529821204,36,0,0.539275651,14550.0,11,0,7,0,2.0,9452.497991862278,0,True,False,False,False,0,0.23,23.0
87476,0.195264748,32,0,0.193473193,1286.0,6,0,0,0,2.0,1077.5273441772229,0,True,False,False,False,0,0.05,5.0
35965,0.226954609,36,0,0.095697981,3416.0,2,0,0,0,0.0,3117.6474350006124,0,True,False,False,False,0,0.01,1.0
72862,0.076073997,47,0,0.447455254,10000.0,7,0,3,0,1.0,6908.676432218055,0,False,True,False,False,0,0.01,1.0
137670,0.024549751,52,0,0.290539123,9533.0,16,0,1,0,3.0,7386.835338892705,0,False,False,True,False,0,0.01,1.0
72759,0.377870111,53,0,5.0,5400.0,10,0,0,0,1.0,900.0,0,False,False,True,False,0,0.0,0.0
79759,0.045126511,33,0,0.509103891,2800.0,4,0,1,0,1.0,1855.4057256751184,0,True,False,False,False,0,0.0,0.0
119553,0.912175649,44,1,0.009992314,1300.0,1,0,0,0,0.0,1287.1385078678925,1,False,True,False,False,0,0.47,47.0
12887,0.9999999,32,0,0.293958521,4435.0,3,0,1,0,2.0,3427.4668994586727,0,True,False,False,False,0,0.04,4.0
86583,0.041025319,55,0,0.145667198,7523.0,10,0,1,0,1.0,6566.479352060493,0,False,False,True,False,0,0.0,0.0
119532,0.101415779,47,1,0.221463295,16250.0,10,0,2,0,3.0,13303.71536051765,1,False,True,False,False,0,0.02,2.0
83083,0.244065375,54,0,0.04132415,4500.0,7,0,0,0,2.0,4321.420952351869,0,False,False,True,False,0,0.02,2.0
68219,0.991002999,23,0,0.204530313,1500.0,2,0,0,0,0.0,1245.298672695172,0,False,False,False,False,1,0.15,15.0
25883,0.00551629,27,0,0.198506866,7500.0,9,0,2,0,0.0,6257.786428067071,0,False,False,False,False,0,0.07,7.0
13563,0.013390722,54,0,0.185296324,11996.0,6,0,2,0,2.0,10120.675950058881,0,False,False,True,False,0,0.0,0.0
129620,0.50234487,44,0,0.373804574,2404.0,3,0,0,0,0.0,1749.8849876445381,0,False,True,False,False,0,0.07,7.0
81302,0.07080923,81,0,0.405259474,10000.0,14,0,3,0,1.0,7116.12352381835,0,False,False,False,True,0,0.04,4.0
75862,0.016748821,52,1,0.195182131,15400.0,14,0,3,0,3.0,12885.06546455387,1,False,False,True,False,0,0.01,1.0
111944,0.024772088,89,2,0.052836485,1797.0,11,0,0,1,0.0,1706.817749576754,1,False,False,False,True,0,0.39,39.0
106289,0.0,45,0,0.066466047,53500.0,12,0,3,0,2.0,50165.68520910446,0,False,True,False,False,0,0.02,2.0
92813,0.057130933,33,0,0.452909418,5000.0,8,0,2,0,0.0,3441.370768236014,0,True,False,False,False,0,0.02,2.0
49583,0.137286271,61,0,0.019592163,2500.0,4,0,0,0,0.0,2451.960784637769,0,False,False,False,True,0,0.0,0.0
15514,0.020767034,75,0,0.004775363,10260.0,8,0,0,0,0.0,10211.237633620201,0,False,False,False,True,0,0.0,0.0
93994,0.108204796,50,0,0.853154085,2900.0,16,0,1,0,1.0,1564.899553401141,0,False,True,False,False,0,0.01,1.0
93701,0.9999999,21,0,0.0,650.0,0,0,0,0,0.0,650.0,0,False,False,False,False,0,0.01,1.0
123004,0.004217021,58,0,0.433403173,3340.0,14,0,1,0,0.0,2330.1190222773425,0,False,False,True,False,0,0.0,0.0
27872,0.874364775,40,0,0.345722483,7667.0,6,0,1,0,2.0,5697.311367577114,0,True,False,False,False,1,0.03,3.0
29198,0.266095964,62,0,0.256189047,5331.0,16,0,1,0,0.0,4243.787997301333,0,False,False,False,True,0,0.0,0.0
20097,0.423600124,61,0,0.770872737,3700.0,13,0,1,0,2.0,2089.3652732313762,0,False,False,False,True,0,0.05,5.0
73327,0.794548692,42,0,0.103179364,5000.0,5,0,0,0,0.0,4532.354541033637,0,False,True,False,False,0,0.06,6.0
1749,0.132962653,61,0,0.371699564,3900.0,10,0,1,0,3.0,2843.1881895677266,0,False,False,False,True,0,0.03,3.0
39993,0.883116883,26,0,0.299750208,1200.0,2,0,0,0,0.0,923.2543242647436,0,False,False,False,False,0,0.08,8.0
121050,0.422315537,29,0,5.0,5400.0,1,0,0,0,0.0,900.0,0,False,False,False,False,0,0.02,2.0
86106,0.423173292,47,0,0.356477561,5904.0,11,0,2,0,3.0,4352.449439449298,0,False,True,False,False,0,0.06,6.0
23444,0.013959935,52,0,0.31327629,10868.0,13,0,3,0,2.0,8275.486341111053,0,False,False,True,False,0,0.01,1.0
99197,0.644145288,53,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,False,False,True,False,1,0.14,14.0
21092,0.948238339,54,1,0.604056563,7000.0,7,0,3,0,0.0,4363.935886966599,1,False,False,True,False,1,0.18,18.0
16282,0.155668239,32,1,5.0,5400.0,8,0,0,0,0.0,900.0,1,True,False,False,False,0,0.02,2.0
114460,0.021213528,72,1,5.0,5400.0,8,1,1,2,0.0,900.0,1,False,False,False,True,1,0.3,30.0
7467,0.006312467,78,0,0.0,3363.0,1,0,0,0,0.0,3363.0,0,False,False,False,True,0,0.0,0.0
100517,0.981204574,33,1,0.665866827,5000.0,17,0,2,0,0.0,3001.4404026547077,1,True,False,False,False,0,0.28,28.0
13711,0.003642908,73,0,5.0,5400.0,7,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
99286,0.038367389,48,0,5.0,5400.0,3,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
87512,0.108123552,76,0,0.183386201,5043.0,9,0,0,0,0.0,4261.499750240877,0,False,False,False,True,0,0.0,0.0
138224,0.874742723,23,0,5.0,5400.0,2,0,0,0,0.0,900.0,0,False,False,False,False,0,0.01,1.0
58863,0.14455287,66,0,0.188176763,6833.0,15,0,0,0,0.0,5750.827833686561,0,False,False,False,True,0,0.0,0.0
28624,0.459445591,44,0,0.322714903,6246.0,13,0,0,0,5.0,4722.106015312658,0,False,True,False,False,0,0.03,3.0
147920,0.0,50,0,0.412146963,4000.0,11,0,2,0,0.0,2832.5663722013046,0,False,True,False,False,0,0.01,1.0
64602,0.701511762,81,0,0.223888056,2000.0,3,0,0,0,2.0,1634.136382159448,0,False,False,False,True,0,0.1,10.0
83439,0.9999999,79,0,5.0,5400.0,5,0,1,0,0.0,900.0,0,False,False,False,True,0,0.01,1.0
61355,0.022632439,75,0,5.0,5400.0,6,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
90623,0.284357821,45,0,0.013597281,5000.0,4,0,0,0,3.0,4932.925624136516,0,False,True,False,False,0,0.06,6.0
47146,0.663526808,44,0,0.351641347,9412.0,13,0,1,0,3.0,6963.385679855205,0,False,True,False,False,0,0.02,2.0
44065,0.005292009,79,0,0.345730854,5000.0,12,0,1,0,0.0,3715.453194179347,0,False,False,False,True,0,0.07,7.0
110750,0.792733134,49,0,0.650074664,6026.0,12,0,1,0,0.0,3651.9559577941623,0,False,True,False,False,0,0.07,7.0
24473,0.120157277,68,0,0.277215348,8000.0,17,0,1,0,0.0,6263.626578342684,0,False,False,False,True,0,0.0,0.0
3132,0.50671726,68,0,0.640503517,2700.0,17,0,0,0,0.0,1645.8361545835078,0,False,False,False,True,0,0.0,0.0
82236,0.578865384,53,0,0.334485526,16200.0,20,0,1,0,0.0,12139.50970945188,0,False,False,True,False,0,0.06,6.0
42014,0.343399311,63,0,0.779131521,3200.0,12,0,1,0,0.0,1798.6303779280856,0,False,False,False,True,0,0.01,1.0
146406,0.072431428,46,0,0.310551865,7827.0,17,0,2,0,3.0,5972.293206419573,0,False,True,False,False,0,0.0,0.0
35345,0.9999999,76,0,0.001249896,12000.0,1,0,0,0,1.0,11985.01997147773,0,False,False,False,True,0,0.09,9.0
19930,0.043883771,62,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
27420,0.008458853,60,0,0.084583083,5000.0,7,0,1,0,0.0,4610.066373310748,0,False,False,True,False,0,0.02,2.0
97630,0.0,58,0,5.0,5400.0,6,0,1,0,1.0,900.0,0,False,False,True,False,0,0.0,0.0
71531,0.062603053,61,0,0.619380619,1000.0,8,0,1,0,0.0,617.5200494973936,0,False,False,False,True,0,0.0,0.0
49043,0.853058112,64,2,0.405792514,12636.0,29,0,2,0,1.0,8988.524177046515,1,False,False,False,True,0,0.28,28.0
14510,0.025290329,52,0,0.655868826,5000.0,14,0,3,0,1.0,3019.5628551557747,0,False,False,True,False,0,0.04,4.0
149,0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0.0,2030.389149238562,0,True,False,False,False,0,0.0,0.0
117572,0.076442018,65,0,0.228133263,9454.0,11,0,1,0,0.0,7697.861693694718,0,False,False,False,True,0,0.0,0.0
85596,0.147436171,52,2,0.403239784,15000.0,5,0,2,0,2.0,10689.548693696388,1,False,False,True,False,0,0.05,5.0
33024,0.132770342,47,0,0.132425498,10133.0,7,0,1,0,2.0,8948.050019975795,0,False,True,False,False,0,0.0,0.0
67102,0.0,29,0,0.573907009,1440.0,8,0,0,0,0.0,914.9206349331405,0,False,False,False,False,0,0.04,4.0
128895,0.082461456,54,0,0.886868687,2474.0,10,0,2,0,0.0,1311.1670234633557,0,False,False,True,False,0,0.0,0.0
57665,0.577492093,30,1,0.285428643,4000.0,8,0,0,0,1.0,3111.8024495428954,1,False,False,False,False,0,0.06,6.0
70041,0.371422255,58,0,0.41006424,4669.0,14,0,1,0,0.0,3311.1966586713806,0,False,False,True,False,0,0.03,3.0
100553,0.70863853,64,1,0.358638743,1527.0,8,2,0,0,0.0,1123.919075521314,1,False,False,False,True,0,0.41,41.0
43501,0.091571737,41,0,0.465251204,8100.0,5,0,1,0,2.0,5528.0623403603095,0,False,True,False,False,0,0.05,5.0
65551,0.052727945,61,0,0.14734587,4200.0,7,0,1,0,1.0,3660.6224067377343,0,False,False,False,True,0,0.0,0.0
38246,0.137590661,26,0,0.016283853,5833.0,3,0,0,0,0.0,5739.5382036046185,0,False,False,False,False,0,0.01,1.0
128078,0.005246225,62,0,0.082743105,12000.0,10,0,1,0,0.0,11082.961364136325,0,False,False,False,True,0,0.0,0.0
144423,0.027789214,61,0,0.288543948,10500.0,9,0,1,0,0.0,8148.732541328889,0,False,False,False,True,0,0.01,1.0
